Source,Summary
Project Manager: so it is not quite But well I have to do it.,0
Marketing: I think so.,0
"Marketing: Yeah, I mean that is the thing is that it did not say in the survey, you know, whether, you know, these are the people that will pay more for a more stylish remote control,",1
"Marketing: No, we have t we have to change the end cost.",1
"Project Manager: chip on print, case.",1
"Project Manager: means, whiteboard, digital pens, etcetera, what does that mean? Any ideas?",0
"Marketing: Put one option, then you have the all the buttons of that options, so the other options would be gone.",0
"User Interface: you can you can l let choose the customer which colour he wants, yeah.",0
"Marketing: so I suppose later it depends if we want to undercut the price, we d or is it going to make our product look a cheapiecheapie option?",0
Industrial Designer: And then we have the t sample speaker sensor for speech recognition.,1
"User Interface: ID, UID work together on prototype drawing on smart board.",0
"Marketing: twenty five Euros, I think we can make it.",1
User Interface: Or combine both with a with one.,0
"Industrial Designer: cause we wanna appeal to the to the young public with fancy with flashy colours, with a lot of shape.",1
Project Manager: And what is the sample sensor slash sample speaker?,0
"Project Manager: So, it has to be soft?",0
Marketing: It would cost more than plastic.,0
Industrial Designer: Yeah well inside the remote control we use a couple of.,0
Project Manager: So it could be grey on the banana one.,1
Industrial Designer: And this one is producing normal light.,0
Marketing: It does look very cool.,1
"Marketing: But it all has to do with the budget, because it is not the bad idea we had, so.",1
Project Manager: nontechnically challenged people are gonna use it.,0
Project Manager: I used to have a remote that did not even go up past like fifty.,0
User Interface: Then I got a popups to go to the meeting.,1
Project Manager: So Well what costs a lot? The sample spea costs four.,0
Project Manager: That would include some mostly just the simple design features for a television operation but with a slide or a foldout bay for more advanced functions for users.,1
"Industrial Designer: the solar power definitely would be but I think just to keep people from getting annoyed, 'cause sometimes solar power fails, there is no way round that, we should install a small backup battery.",1
"Marketing: Seventy five percent of the users also find it ugly,",1
User Interface: Th then we still have too much.,0
"Marketing: You have got market range international, you did say earlier it is got to be a accessible, usable by sort of all age groups.",0
"Industrial Designer: Yeah now we can still talk about the material,",1
"User Interface: for the inside, rubber as a padding or for the grip, something like to add to the design.",0
Project Manager: Well it is i there is other things too there is you just ca not place it.,0
Industrial Designer: Yeah but I but it is impossible to to accommodate accommodate all the buttons on the s on the difference different televisions sets on one remote control.,0
Marketing: That is Yeah.,0
"User Interface: there is a problem that I have got couple of preferences for the end control I get 'em with the red colour button for standby, s the other examples of that The buttons should be large.",1
"Industrial Designer: and then tell them, we had to drop this, that, just that you know.",1
"Project Manager: We shou we could also, that was a would also be an idea, but I do not think it I do not know if it exists already, you should like make Alessi or something design it.",1
Marketing: So Now comes the criteria rating with seven point scale.,1
"Project Manager: Yes, the voice recognition we already decided.",1
User Interface: Colourful? That is not practical.,0
Marketing: Ah now I remember what is RSI .,0
"Project Manager: So, last question, will I change my rem change my remote control from Mando banana.",1
"Marketing: That is for incorporates current fashion trends, is easy to locate.",1
"Project Manager: It is That mean we should use the colour of our company, maybe put somewhere the s the slogan of the company, which is, we put fashion of in electronics.",1
Marketing: And the feel of the material is expected to be spongey.,1
"Project Manager: I would think is i is probably, you know, no more than minutes in its entire life.",1
Project Manager: And we had a special colour.,1
"User Interface: Yeah, so capsicum or pepper.",1
"Project Manager: do we have any ideas of maybe d let is just throw out some ideas of what kind of remote control we want to have, then we can go into how we are gonna design it, how we are gonna do the detailing on it.",0
Marketing: And the digital the digital pens.,0
Industrial Designer: Maybe the kinetic mo provision of energy then.,1
"Industrial Designer: I will give it a two, because at the moment it is not looking that way.",1
"Project Manager: changing the case would not be so much of a mmmm, nor would changing the case materials.",1
Project Manager: Ryan is our User Interface Designer.,0
"Industrial Designer: Yeah, from the previous group.",0
"Marketing: about the screen, speech recognition, some people are more willing than others to actually pay for that.",1
"Project Manager: That'd be, that'd be good if we were going with our ball.",0
"User Interface: Where I think the largest portion of the market is just gonna you know they lost their TV remote, they need another one that will work with their TV.",1
Marketing: I will give it a two.,1
Project Manager: There is a good man.,0
Project Manager: First you can save the documents.,1
"User Interface: Yeah, if we make it into a four, as in neutral, because we did not implement it, so we ca not say that we that it is really not well implemented.",0
"Project Manager: Yeah, so what we will do is, we will stick with the simple design for time being until th Ed find outs about the how much it is cost to the extra, in case we go for the display.",1
"Marketing: a dynamo is ah, it is a bicycle.",1
"Marketing: That is the selling point, the thing that is gonna make it an impulse purchase.",0
"Marketing: so design preferences, we need easy to read like large buttons, clearly labelled so that, I mean 'cause we talked about that being a problem.",0
Project Manager: Were there room for was there room for creativity in our meetings or in your individual meetings?,0
"Industrial Designer: First one, we can use simple battery, or we can use traditional solar cells or the material we can have plastic, rubber which is good for this RSA.",1
"Project Manager: the remote control should only be used for the television, otherwise the project becomes more complex, which endangers the time to market, of course would make it more costly, I think.",1
"Industrial Designer: Yeah, that gives you a younger, more hightech look, I f I figured.",1
"Marketing: And I think you forgot a point here to have an button to find the charger,",1
"Industrial Designer: But if you are a regular TV user, you just want to watch the Dutch television networks, well, you can you can use about ten buttons.",0
"Project Manager: It becomes a very dull remote control, I know.",1
User Interface: So let is carry on with this.,0
"Project Manager: But it is probably, I would say, probably not worth the investment at this point in time.",1
User Interface: a small speaker you mean.,1
"User Interface: What I feel is, customers never said anything about the battery.",1
"User Interface: but the problem is whether people need it, whether they do have a TV to use its full.",1
Industrial Designer: Well that does not bo bode well for it for it tats as well.,0
Industrial Designer: Perhaps we should make clear to our customer that we had to do this to stay under the cost.,0
"Marketing: Titanium, the really strong metal, titanium?",0
"Industrial Designer: Yeah because the batteries, those thingies last forever.",1
"Marketing: in my second sheet of personal preferences, we have to reconsider the speech function recognition.",1
Industrial Designer: I think I will just check it.,0
"Marketing: Has that not made any d if you click off that square now, has that not made any difference?",0
Project Manager: And setting buttons hidden in.,0
"Industrial Designer: Well, maybe it is good to do it anyway, because if we evaluate it, we can also determine if our objectives are good.",1
Project Manager: just take what I'm going to draw is an elephant.,0
User Interface: you have if you press them for a long time No.,0
"Project Manager: Because it is just some extra information,",0
Marketing: I think we have done very well to get within budget.,0
Industrial Designer: This energy source of course is connected to the user interface itself.,1
"Marketing: According to the frequency of use versus importance investigation, following buttons are most important.",1
"Project Manager: Do we go for maybe a remote contro sorry, we are gonna go for a remote control obviously, do we go for a small joystick that would operate say changing channels, up, down, then, what, another button that would say that it is now being used to manoeuvre round the LCD.",1
Project Manager: well we have point three to get rid of somewhere.,0
"Project Manager: they have also suggested that we we only use the remote control to control the television, not the VCR, DVD or anything else.",1
"Marketing: say that we have a seven point scale, from one to seven,",1
"User Interface: Yeah I like that one, but that one is terrible.",0
User Interface: We could promote the banana one.,0
"User Interface: To be honest, we have the capa we have the design inhouse,",1
User Interface: And the extra function buttons are below that panel on the little line.,1
"Industrial Designer: this is just off the top of my head keep in mind, but I think the voice recognition would they are both they are both gonna push the costs up, but, since we already have the technology inhouse for the voice recognition.",1
"Marketing: yeah, that is true.",0
Project Manager: You can you can change markets where by changing the front covers.,1
"Industrial Designer: I really appreciated those, yeah.",1
User Interface: So all you really need is these four buttons with the enter in the middle.,1
"Industrial Designer: i it is just four buttons that are on a cross,",0
User Interface: I have a little problems with my laptop.,1
"Marketing: But it is only a plastic thing, r really, the thing on the wall.",0
Industrial Designer: depending on what the chip tells the infrared lan lamp.,0
Project Manager: That brings us to the chip.,1
"Project Manager: I'm not sure, if you can put some research into that, if it is possible.",1
"User Interface: It could be quite a good brand, like a good little object.",1
"Industrial Designer: if you mi one of one of my requirements was about needs t to tell you when it is done its job or not, because half the time, I keep pushing on the remote control, I do not know if it is actually understood my message, so I think it should give you some sort of an oral cue.",1
"Project Manager: You know, they have bit of expendable income to spend on this sort of thing.",0
"Marketing: 'Cause a lot of them take too much time to learn how to use, that was thirty four percent but even more important the thing that we did address in our last meeting that frequently it is lost somewhere in the room.",1
Industrial Designer: And I used possibilities from our manufacturing department about current components which will have to be implemented in the design.,0
"Industrial Designer: O of course the more technology you stick in that, the more it will cost, so.",1
"User Interface: It is for, like, the ultimately lazy people,",1
"Project Manager: It is gotta scroll, push.",0
"Project Manager: Yeah, but do you think it will be easy to use?",1
Project Manager: Well this still is very bad.,0
"Industrial Designer: And then the sender, which is usually, I have found, an infrared device which sends a signal to the actual television.",1
"Project Manager: so you have had to meet with the marketing team, how they are going to market, what are the marketing strategic plan, when are you going to introduce, by the time you introduce the product, you know there would be a competition, so I need some kind of the plan in the writing from you.",1
Industrial Designer: So it means design should be similar to the traditional ones?,0
User Interface: Do they make batteries that last that long?,0
User Interface: I do not know how much that is going to.,0
"Marketing: They also say, that is about I thought it was fifty per cent, that more money will be spent on better looking controls.",1
"Marketing: It is definitely channel, volume, power.",0
"Project Manager: maybe how this can be achieved, we need the user requirements from the manag Marketing Expert.",1
Industrial Designer: It probably means this is probably double curved.,1
Project Manager: What are y What are your first ideas for the new product? What.,0
Industrial Designer: Especially for that kind of money.,1
"Project Manager: you know you get a lot of remote controls where you kind of flip the thing open,",1
Project Manager: You have a mute remote controller.,1
Project Manager: the agenda for now are there any prediscussion questions?,0
"Marketing: And definitely if it could have less buttons, still maybe the same nber of functions, but less buttons,",1
"Project Manager: The case material is gonna be soft, rubbery, changeable.",1
"Project Manager: but as the expert told us, most of the people want to use the remote control to zap t to zap between channels.",1
"Project Manager: think that might appeal I'm thinking kind of Japan, I'm thinking young, office people,",1
Project Manager: For our own remote control we have to think how do we make it.,1
"Marketing: I thought mo maybe we could make a clap system, so when you clap your hands it will beep or something.",1
Industrial Designer: Can you explain what you want us to write there?,0
"Marketing: Well th, the young, trendy, they they starting to like fruit, vegetables as a theme for n clothes, shoes, also products.",0
Marketing: We all have to keep in mind what has changed now.,1
"User Interface: Where is the remote control? We have all had it once, I want to watch some television,",0
Marketing: I'm not sure if this is legal.,1
Project Manager: Exactly so we have margin for that stuff.,0
Marketing: I wish I'd had my camera.,0
Marketing: But some of you had something to read about speech recognition.,0
Marketing: so question number two was is it techn technologically innovative? So I know we have the kinetic energy which is very innovative.,0
"Industrial Designer: and w how much it is cost, maybe with a f cheap chip.",1
Project Manager: I do not think it is very expensive.,0
"Marketing: s functions that may be used by u the user in the current available remote controls, well the tables look very nice to read but what is important is to understand that the power button is not used often because in general you use it only once per session, but it is very relevant.",1
"Industrial Designer: And where we had a few buttons, all.",0
"Industrial Designer: it might work for volume, maybe some of the brightness controls, stuff like that,",0
"Marketing: but with the little flipup, if you have a little display on the flipup that when you close it everything is locked.",1
"Project Manager: Then they can show you how it looks like, then we can submit to the I will submit to the management.? Then meantime you can come up with the price, how much it is cost as extra for the display.",1
"Project Manager: then we do some in individual work, then we have a meeting to discuss the results, etcetera.",1
"Industrial Designer: Well, I was more thinking about a more elaborate way of controlling, by these kinds of sticks or something like that.",1
"User Interface: so you ca not have the televisions, information back to the remote control, at least I do not think you can.",0
"User Interface: And the numbers, that should be a bit larger I think it is not really on scale, so forth.",1
Marketing: It is cus spongy also.,1
"Project Manager: Yes but I can I think I think we can just use more cheap plastic for a kind of basic edition, then people can fancy it up with more expensive materials.",0
"Project Manager: then, you know, f for the next meeting Kate will be looking at the s the look, feel, design, Kendra the w the user actually uses it, Andrew of course the product evaluation.",0
"Project Manager: And our idea is to to make the new remote control device more user friendly than the previous one, to to be trendier, to be with it, therefore to to get a bigger market share, bigger audience.",1
"Project Manager: Sorry, I'm just trying to update my minutes.",0
"Industrial Designer: Yeah, this is a LED too.",0
Project Manager: Then it is c then we are yeah.,0
User Interface: And here are is here is a s short summary that I summary that I compiled after the findings I found.,0
Marketing: My favourite animal is like A beagle.,1
Marketing: You pass it round to have a look.,1
"Industrial Designer: so we need some custom design parts, other parts we will just use standard.",1
"Industrial Designer: Yeah, seven inch T TFT screen, which is good news for us, since we wanted to include a display there.",1
"User Interface: I thought we'd lunch right now, or not?",0
"Industrial Designer: titani is not gonna be possible, even though it just it beyond our budget really.",1
Industrial Designer: but in this case it will only be TVs.,0
Industrial Designer: The green one is a circuit board.,0
"Industrial Designer: and I will give you the, I guess, technical considerations for those.",1
Project Manager: so you are participant two?,0
"Marketing: And first off we should state that th the remote control is for controlling the TV, how do people use it? We asked them sort of which buttons were useful for them.",0
Industrial Designer: I mean diff if you can visualise this in nice colours I think it would look quite fancy.,1
"Marketing: Yeah, you can put that on the two eight four, six or whatever.",0
"Project Manager: I'm Heather, I'm your Project Manager.",1
Marketing: And of course I did not have so much fun with my computer this afternoon.,1
"Project Manager: we'd like to, to, make fifty million Euro.",1
"Marketing: We have the lightning, or.",1
Industrial Designer: The user interface.,1
"Industrial Designer: so I agree on using any kind of LCD, less buttons good for me as a as a designer of the circuit.",0
User Interface: No it is it is.,0
Industrial Designer: Or shall we just put it on the pistol thing? And then just put also on LCD on it?,0
"Marketing: for me personally it is everything fine, it may be having good design, it may be meeting all the requirements of the customers like technologywise, pricewise, but there is one thing which limits the customers, like we are having only two, three designs, like we are having one banana design, the other one is orange,",1
Project Manager: Because we do not implement a user history.,0
"Industrial Designer: The email I got said simple chip, but when we put in the speaker, the retriever device, it will cost a bit more, like I think the advanced chip maybe.",1
"Project Manager: I do not know, we have to ask these question.",1
Project Manager: so I guess now we just go to the project evaluation which I will allow Sarah to take over.,0
"Marketing: Three? well I say still two, but it has to be three then.",1
"Marketing: It is Yeah, so No it is one.",0
"Industrial Designer: Yeah, that is what I was thinking.",0
User Interface: Or we have to delete this one or.,0
User Interface: So that is our concept.,0
"Project Manager: And, your personal coach will give you the rest of the information of what needs to happen.",1
Marketing: Material technologically innovative.,1
"Project Manager: So we agreed that the target market would be fifteen to thirty five with more money than sense, that were decision makers.",1
"Project Manager: Yeah, I was thinking that as well, I think the only ones that I have seen that you buy are the sort of one for all type things where they are,",0
User Interface: Having a little bit.,0
"User Interface: Yeah, I do I do not know that.",0
User Interface: who is giving who is giving who is giving our budget.,0
"Industrial Designer: it seems to make sense that we we'd just maybe stick with the standard rubber case,",1
"Project Manager: the buttons, what it does, that sort of thing.",1
Project Manager: Her personal favourite was it should be Tshaped.,0
Marketing: And seventy five percent of the users said they zap a lot.,1
"Marketing: Yeah, for the LCD.",1
Project Manager: What is the feelings of the group on the kinetic?,0
"Industrial Designer: and also with I do not know how to use PowerPoint, so it takes me forever to get something done with it.",1
Project Manager: You you gave it a four.,0
"Project Manager: but will there Like the first idea from You can buy it without, with parental contr control? Or are we going to put it in, just.",0
"Marketing: It was the I'm here thing,",0
"Industrial Designer: I just did s see that we were starting a new project together, there was going to be a four member team composed of these people, that is about that is.",0
User Interface: Scrolling through your favourites list.,1
Industrial Designer: It would be like going a step back in time.,0
Project Manager: So like have it hinge rather than sort of clip on or whatever.,1
User Interface: But the but the buttons have their own LEDs or not?,0
"User Interface: That? Right, technical functions design.",1
"Project Manager: or for it working, it just being good, reasonablepriced, solid.",1
Industrial Designer: Well this is really your decision but.,0
"Project Manager: Yeah, that is true.",1
"User Interface: Seven is good, yeah, is not it? I ca not True or false? No sorry tr one is true.",1
"User Interface: I think it is, but I do not know what you think.",1
"Project Manager: If we could choose more than one, that would be my second choice.",1
"Industrial Designer: Special form also, it says.",0
"Project Manager: the case, what does it mean by single, double, do you know?",0
"User Interface: It is just got the essential functions of the TV changing the channel, play, stop, volume.",1
Project Manager: Well that is also design.,0
"Industrial Designer: I do not have any details to, when it comes to the cost but it will be a significant difference.",0
Industrial Designer: But you are the expert.,0
Project Manager: That is nice.,0
"Project Manager: So, one, two, three, four, five, six, seven, eight, nine,",0
Project Manager: I see what.,0
"Marketing: The round shapes, soft material m materials like the rubber.",1
"Project Manager: No I think with our new radio button, I think it is I think it is better.",1
"Industrial Designer: I think, making it out of a nice material would be very important, because so many of those remotes that you see, these universal remotes look so cheap, low quality.",1
"Marketing: No, not n not too much focus, not too much focu not n not too s not too similar to a fruit because next year the ten the trend the trend will be different.",1
"Marketing: Yeah, that is right.",0
Marketing: And then some internet research.,1
Marketing: Voice activation might not be the best.,1
"User Interface: No we do, but it is not filled in.",1
"Marketing: We are here to design, come up with a nice product.",1
"Project Manager: So I think it would be a good idea to keep the curve to separate it from the rest of the remote control world, so to speak.",0
Marketing: It is not a vampire bat honestly.,0
Project Manager: when he is not here we will just we just have to continue.,1
Project Manager: Well we have a power button.,1
"User Interface: Just make through a remote as it is, but make an option to insert profiles,",1
"Industrial Designer: We need a power source, we are gonna need a smart chip if we are gonna make it multifunctional.",1
"Project Manager: So, I will open our functional design meeting.",1
Project Manager: so we only do this when we have enough money left.,1
Project Manager: Do you need to change anything on it? Because otherwise I will already open it.,0
Industrial Designer: and how It is an interesting concept to see to have voice control.,0
Project Manager: Rubber buttons require rubber case.,1
"Project Manager: So, with their all their useless requirements.",1
"Project Manager: So, now that we know how to use the whiteboard,",1
"Project Manager: So basically, even if you had a silver the same colour of silver on your display, because you have got effectively a double edging on the on the logo, it means that it splits off what your logo is from the from the product.",1
"Project Manager: huh? So it is curved, it is still that so we dropped the speech recognition together with the speaker.",1
"Marketing: but Yeah, we have we have the zoom option, right?",0
Project Manager: given speech recognition I think w you should go for the less fancy chip.,1
"Marketing: Or is it do you think it should be only voice recognition, gesture recognition? Or you still have the possibility to use buttons?",0
"Industrial Designer: And maybe it is also then thoughtful if we u use as different kind of shapes for the for remote control, that we then use the primary colours.",1
Industrial Designer: We have to make one design I th I think.,0
Project Manager: cause it is the top part that is.,0
"Industrial Designer: We have it, we design later where everything goes.",1
"User Interface: Well what I s propose is that you know a remote controller, i it could be a cube,",1
Marketing: So when you buy your remote you can buy.,0
Project Manager: No kinetic also.,1
User Interface: Well you are.,0
"User Interface: So then our target age group would be the nineteen to thirty five range,",1
"Industrial Designer: anyway it is a it is something that can be used to fulfil a function, but at end of the day we do not look at the technology, but we look at the function first.",1
"Project Manager: It is not as fast as you w you know it, but it does work sometimes.",1
Marketing: Well it could just be simple instead of being a l mass.,0
Project Manager: Is not it bitter like that?,0
"Industrial Designer: Nah, but they just said we need it.",0
"Project Manager: Well, one of the things that we have to decide on by the end of the meeting is who we are gonna be who is our target audience, our target market.",1
"Project Manager: we want it to hold up to somebody is child, you know, throwing it across the room or, as you said, people kinda throw it, so ballshaped, you know, if it were ballshaped maybe,",1
"Marketing: It the it might be perceived as tacky, glowinthedark.",1
"Industrial Designer: Anyway, we are not using really advanced technology, LCD has already been ruled out, ASR has been ruled out.",1
"Industrial Designer: whereas the other thing about having it jog dial this way, it tends to get moved accidentally.",1
User Interface: I mean next channel.,1
User Interface: you wanna integrate everything into one like.,0
"Industrial Designer: Y Yes, I think so too.",1
"Marketing: So, one or two do you think?",0
"User Interface: but then again, the the menu structure to a considerable extent that is gonna vary according to the model of television, also any customisations that the user might wish to incorporate.",0
Industrial Designer: W why is the double curved two of them?,0
"Marketing: there was so much interaction, so much that we needed to bounce off each other.",1
User Interface: We have also included a button which is called as the swapping button.,1
User Interface: red it is is more attractive.,0
"Project Manager: I mean you have it for the portable phone, so why not yeah.",0
Project Manager: So we are just managing it really.,0
"Marketing: I do not I do not see it, to me if I'm gonna market a product for b for beauty for design I'm gonna I'm gonna try to market it at a much higher price.",0
"Project Manager: But we have to keep an eye that it is at the beginning of such a project, it is very cool to talk about, well, this would be cool, that would be cool.",1
Project Manager: We might possibly have done.,0
"User Interface: Yeah, we really like we really like that design,",1
"Industrial Designer: Eh, for th the vocal command yes, it is might be easy.",1
"User Interface: is a small device that looks like a cube, maybe you can just change the the buttons, if you ch turn one side you get one buttons, you turn the other side you get the other buttons, so for maybe new generation people who get used to the computer they want lots of controls.",1
User Interface: but nobody giving much idea to this.,0
Marketing: It is in the project documents.,0
Industrial Designer: but you ca not see an alarm inside the alarm system itself.,0
Project Manager: Of the of the process.,0
"Industrial Designer: Yeah, that would cover it.",0
"Marketing: I mean we have done some research about sort of you know what the cutting edge sort of hand held devices are, a lot of them sort of use you know they are like they are like mini laptops.",0
"Industrial Designer: And the chipset, it says simple here, but it should be advanced, because we are using an LCD screen.",1
"Industrial Designer: when I put it in, is going to beep.",0
"Project Manager: Yes, I do not mind to convince the management,",0
"Marketing: And a teletext, but that is not of the question.",1
"Project Manager: We should bring new technologies for young peoples, as we have also requirements to use to push thr toward the internet.",1
Industrial Designer: The big chunky remotes are died in the eighties.,1
Marketing: We have to discuss about that.,1
"Project Manager: Yeah, that is it.",0
"Project Manager: Yeah, but then you do not have t yeah it that is not something i that is in the production cost a one it is a one time, you know s was it is a single cost.",0
Project Manager: Maybe waterproof would be very original.,1
"Project Manager: For example, a little TV guide.",1
User Interface: I think one in b bright colours would be good.,1
"User Interface: Well, there is sometimes combinations, I mean, like calculators do combinations of battery with but also using some solar power.",1
User Interface: And I think we should lose the curve.,1
"Marketing: Well, if I look at what is the most expensive things, it is the LCD.",1
"Project Manager: The scrollwheel, I mean.",0
User Interface: So here are options for our power sources.,1
"Project Manager: getting the external power source, that is quite true.",0
User Interface: so these are all options that the user interface guy can has at his disposal to put together a user interface.,0
"Project Manager: that is also good with the fashion, everything,",0
"Industrial Designer: the subcomponent, I suppose that you understand what a subcomponent is, is f in this example it is the button.",1
"Project Manager: but it is something to think about, yeah.",0
Marketing: see what the market consists of.,0
Project Manager: But maybe we have to Yeah.,0
Marketing: So what do we do.,0
Marketing: But there is not really any other options unless it is like a keyboard.,0
Marketing: that the layout of the remote controls did not match they way that they used it.,0
Project Manager: So First of all the functional design objectives.,0
Marketing: Yeah ind of structure into layers.,0
"User Interface: If you have some presentation, you have some f.",0
Industrial Designer: And then you get to the circuit.,0
"User Interface: For TV, you are always in the neighbourhood of a TV, so I do not think the range should be a problem to that,",0
Project Manager: It th this is whole concept.,0
Project Manager: I think we still have to fit in one more questionnaire.,1
"Industrial Designer: So it is a speech synthesis kind of thing,",0
"Industrial Designer: and it is also much more likely to not work if we add these bells, whistles.",0
"Project Manager: Well, w as long as we know that issue is.",0
Industrial Designer: If it drops to the floor then it starts to scream.,0
"Marketing: so yeah I was thinking something easy to use, especially for older people.",1
"Project Manager: No, I keep the re Yeah.",0
Marketing: finger grips just on top of the plastic?,0
User Interface: Yeah you can you can embed it microphone here.,0
Project Manager: But it is for the next team.,0
"Marketing: What is hot, fruit, veg.",0
Project Manager: Well do you want colour differentiation here?,0
"User Interface: But in the present scenario is that you have certain keys, you press it like your mobile phone, it sends a message to the TV.",0
"Industrial Designer: Yeah alright, yeah.",0
Marketing: How do I hook my screen up?,0
"Marketing: Because when you have the LCD onto the television screen you miss the picture in the background, we are most focused on the commands.",1
"Industrial Designer: Now I have all about circuits, chips, transponders, I wrote it all down, because I thought it would be relevant, like all the different parts of the inside of a remote control, but then they are like, you do not actually need this you just need to talk about the case.",1
"Marketing: and it is a bit weird at first, but it is actually very like fast.",0
User Interface: You have to use your imagination a little bit.,0
Industrial Designer: So that is all about the buttons.,0
User Interface: so I would actually give it a three.,1
"Marketing: Well, if you save Perhaps s tiny buttons are not userfriendly, then we would not im implement that of course.",0
"Marketing: But as far as production I'm putting up a question because we are talking about profit also, in mine you will see the problem with our survey, the p the possibility that how many units can be sold, what percentage of the market, etcetera because that has to be taken in into consideration.",1
"Project Manager: Just kind of young professionals, th like if we are going to include speech recognition, it is kind of between fifteen, thirty five seems to be like a really high response to that.",1
Marketing: We have to make it grey or s or black.,1
"Marketing: Yeah, let is give it a six.",0
"Project Manager: that is Yeah, go ahead.",0
Project Manager: Yeah I know I d it seems like it would suffice to have just the RR on there.,1
"User Interface: what is my opinion about what is most important to combine the design, technical possibilities, the user friendliness in one, so if you going to design a remote that looks good, that should not weigh over the if it is possible to make, of course, but also the user friendliness, so tha that is some of the main points.",1
Industrial Designer: The use of the laptops for receiving everything.,1
"Project Manager: Well, so we have got one special button form, which was the apple.",1
User Interface: Yeah well iPod is trendy.,1
"Project Manager: Well it is looks fancy, especially with the green colour.",1
Project Manager: That has a lot of that has a lot of appeal but I think I'm talking about the functionality now on it whether we are looking at different groups.,0
"Industrial Designer: So if you want the spongy feel, you need to make these buttons all of rubber.",1
"Industrial Designer: Somebody else has go to use this room,",0
Project Manager: that is my name.,0
"Project Manager: About the project itself, not about the product.",1
Project Manager: then we have fifteen point eight Euros.,1
User Interface: To the thumb yeah.,0
"Industrial Designer: And when a button gets pressed, its goes to the chip.",1
"Marketing: So, we give it seven, we write.",0
User Interface: So I mean there are I.,0
Industrial Designer: it is obviously an a sort of clamshell design.,0
Project Manager: How much time do we ha we have left? M more than thirty minutes?,0
User Interface: Could drop the speech recognition.,1
Marketing: The remote control has m remova removable from Multilux.,1
User Interface: S definitely an option technically.,1
"Project Manager: the the UID, the ID were asked to go ahead, start developing a prototype for us to look at.",0
"Industrial Designer: You can have your own designs, you can feel simple designs.",0
"Industrial Designer: and the LCD, the scroll are inside.",0
"Industrial Designer: Think we just need to come up with a nice black, red interface on the touch screen.",0
Project Manager: I would have to agree on that.,0
Industrial Designer: So it wo not be too expensive to build it.,0
"Marketing: Yeah, I think I have.",0
"Project Manager: These are not very much, but, see you have to do it real slow.",1
"Industrial Designer: I think if you look at most controls, they have got more buttons than this.",1
Marketing: That does not say we got we can leave ninety percent off.,0
"Marketing: Well like, maybe what we could use is a sort of like a example of a successful other piece technology is palm pilots.",0
Project Manager: and then they got these little pyramidal type of speakers.,0
"Industrial Designer: Are we seeing as that was the most popular thing that came up out of your market research, I thi I think we should keep to that rather than moving to animals or something, because even if that may not seem obvious to us, if that is what the surveys brought out, I think that we should probably go along with that.",1
"Project Manager: So hav having seven buttons, instead of twelve.",1
User Interface: Maybe sorta spherical or something.,1
"Project Manager: So our target group is You mentioned older people? Would it just be universal for everyone, you think?",1
Marketing: Having a charger rather than putting the battery cells always.,1
"Industrial Designer: too much metal is used sometimes, people pick up radio signals, the like, there is also the possibility of the remote catching on fire, injuring the customer, just think of those lawsuits, that'd be really bad.",1
"Marketing: I did not miss, I saw that the fruit, there are many fr pictures of fruits, vegetables in the clothes.",0
"Project Manager: Eight, eight point two.",1
Marketing: The the product or the project?,0
Industrial Designer: That is the thing.,0
"Industrial Designer: I was computing all the all the things related to the speech recognition, it is to use just two batteries, solar cells, so.",0
"User Interface: The onoff, sound onoff, sound higher or lower, the nbers, zero to nine.",1
Industrial Designer: And dunno know why but looks like nice to me.,0
"Project Manager: Black is probably the normal colour you'd say,",0
"Project Manager: 'cause well, the designs are very bright, so you are right, they are gonna stick out, but.",1
Marketing: So welcome to the marketing presentation once again.,1
"Industrial Designer: Yeah, s speech is a important extra feature I think.",0
User Interface: y yeah so we can have a s like you know moulded according to your.,0
"User Interface: I think that, if we are gonna put in more technology, that you need to be able to switch it open.",1
Project Manager: So maybe a docking station will help them give the remote a place.,1
Industrial Designer: And too much metal can cause remotes to behave unexpectedly by receiving false signals.,1
"Industrial Designer: which obviously it looks better than the single curve, but you ca not have it in titanium, which is a nice material.",1
"Marketing: No, that is n It is not relevant.",0
Industrial Designer: Yeah kinda like that yeah.,0
User Interface: And you can straight away see there is less buttons.,0
Industrial Designer: So it is b should be regular the second.,0
"Industrial Designer: But that is of course a bit more expensive than the basic calculator design, with the scrolling text, that kind of thing.",0
User Interface: We need to find that out.,0
"User Interface: Yeah, but does it fit with our design?",0
"Marketing: so we have one, two, three, four, five, six, seven.",1
"Marketing: and if we think that what we are w our nber one marketing motive is the look, feel.",0
"Industrial Designer: The firm supplies a simple, a regular, an advanced circuit board.",1
"Marketing: Y you saw it in my marketing report, they like the new fancy stuff,",1
"User Interface: Like I have got one at home that has well, apart from the obvious, channels, channel up, channel down, volume,",1
"Industrial Designer: Well, the kinetic thing, yeah.",1
User Interface: That sort of thing.,0
"Marketing: So, on a scale of one to seven, one being true, seven being false.",1
"Industrial Designer: We are talking something more complicated of course, it is going to be more expensive as well.",1
"User Interface: Now as an interface designer, I would give more emphasis on the interface, how the remote looks like so that it is sellable, it is attractive to customers.",1
"Industrial Designer: Sh Yeah I was thinking one means no points, you know, all the way up to the top.",0
"Project Manager: No, this is very sophisticated technology.",0
Marketing: but they are used.,0
"Marketing: Yeah, I think you have to compare it to if you would have a normal normal project without laptops without these devices.",0
