Source,Summary
Industrial Designer: It is not just straight.,0
"Industrial Designer: Yeah, the they are big, clear.",0
User Interface: it but you actually got to write on the paper.,1
"Industrial Designer: and it is quite conventional, sometimes people do not like too much flashy colours like this one presented here.",0
"User Interface: and, I think that has given a proven ease of use, what not.",0
Industrial Designer: Plastic covered with rubber.,1
"Industrial Designer: Although customisation, because this is being done, you know, the on onorder basis, it might be the quantity wo not m wo not.",1
Industrial Designer: and we ye use button presses to activate or deactivate certain functions on the TV.,1
Project Manager: Any other immediate thoughts before we move along?,0
"Project Manager: the only thing we have to look after is that we use different colours, different line width.",0
"Marketing: So you can say, you can.",0
"Project Manager: Well, this is the agenda for today.",1
"Marketing: Well that is an idea of course, yeah.",0
"User Interface: Not not yellow, but just a bit of light yellow.",0
"Marketing: Lose a little bit on the fashion, yeah, but.",1
"Industrial Designer: Well I think that is a very interesting idea, but I'm not a very good industrial designer, I do not know much about what these things cost.",0
"Project Manager: It was very productive day,",0
"User Interface: Well, I kinda think if we are gonna have the voice recognition for part of it, then maybe we should have it for the whole thing.",1
Project Manager: You have another meeting soon?,0
User Interface: Whereas I think the aim is to take away buttons.,1
"Marketing: PlayDoh wo not last very long everybody will go like, oops, it is gone.",0
"Industrial Designer: We'd also have to wor consider that who we were gonna get to make these custom cases in terms of manufacturing processes, we might wanna learn about labour laws.",0
"User Interface: personally wa what I want from a remote control is a device that is simple, it it is easy to use, it is got big buttons for doing the things I do most often, changing the volume, changing the channel.",1
"Project Manager: It is good to visualise everything, but I think the response time should could be a lot better.",0
Industrial Designer: So that is one the those are the choices we have to make.,0
Marketing: and then you can use it again.,0
"Industrial Designer: When the recharger has a has a bit what points out, we can place all on top of it.",1
"Industrial Designer: But we are thinking that, seeing as we are having it in interchangeable casing anyway, that this is not necessarily a representation of the true colours that we would necessarily use.",1
"User Interface: so I did some research on the internet, what you know, the interf user interface are just aspects that are seen by users, commands, mechanisms for the operation, there are just kind of a variety of choices.",0
"Project Manager: first we going over the minutes of the last meeting, more or less.",1
"User Interface: Just the look like, the button part I will explain.",0
Marketing: but selling price is is that wholesale or retail? Like on the shelf.,0
"Industrial Designer: And when you push the button, it will will be sent to the chip.",1
"Project Manager: and we can make it yellow, that is pretty much banana like.",1
"Industrial Designer: Or you know you lose it, it lies behind the couch for a week.",0
Industrial Designer: Say it for the camera.,0
Project Manager: So that is something we can discuss as well.,0
User Interface: You have to decide.,0
"Marketing: y you lose the banana, you press a button, you hear like monkey screams or something like that to direct you towards the banana.",1
"Marketing: Technologically it should be like work, basically, I guess.",0
"User Interface: Are we still you say we are focusing on TV, but is it still a kind of like a universal remote in that it is a replacement remote control, or is this something for our own line of televisions?",0
"User Interface: At the same time, it is m more like it would be more interesting for people who are having this RSI, all problem.",1
"Marketing: And by making it multipurpose, it has a new feature, adds a new feature to the market, distinguish from from current products.",1
"User Interface: Yeah, that is a possibility,",0
Project Manager: I would say a two.,1
"User Interface: Then we need to decide what functionalities we really want to keep, 'cause that will feed into both Ed is work, Christine is work.",1
"Marketing: so if we add approximately two to three Euro per remote, now we are up around about twelve, twelve, a half as to what the company had initially requested.",1
"Project Manager: yeah I like that I like the idea of putting the logo in the boot up screen, nice.",1
"Industrial Designer: I think people who are maybe about I would not say thirty five,",0
User Interface: I have another thing to say about the easy to use aspect.,1
"Marketing: The younger market likes Well, the themes of this year are surprisingly fruits, vegetables, spongy material.",0
Project Manager: And then you can Yeah.,0
Project Manager: So we can discuss these points.,1
User Interface: I hope that is not too much.,0
"Industrial Designer: personal preferences, I really think that we should use plastic as opposed to metal, the company simply ca not afford this kinds of lawsuits.",1
User Interface: Instead of a stick.,1
User Interface: So we are under the budget.,1
Industrial Designer: Because infrared is not visible.,0
"User Interface: Yeah 'cause we wanna incorporate a bit of colour if we can, once we find out.",1
"Project Manager: No hand dynamo, right?",1
"User Interface: But I think a universal remote control is actually quite a difficult object to design, po possibly within maybe the budget that we do it, because you'd need to know all the spef specifications of a all the like electronic companies.",1
User Interface: what is the function? Yeah f for loading up the batteries.,0
Industrial Designer: I think so too.,1
"Marketing: And this would, could get a button in it which would send a signal to the remote which would then beep.",1
Project Manager: Yes of course it will be a we get a if it works we can get aftersales.,0
Marketing: I would give that a three.,1
Project Manager: S Any other questions or comments to be discuss?,0
Project Manager: We need the advanced chip.,1
"Project Manager: other things were we were hoping to use rubber, most likely gonna be double curved, etcetera.",1
User Interface: That th there is no display there.,1
"Industrial Designer: The case le that is what I wrote first of all, could be plastic our plastic.",1
"Marketing: One two three four five, si.",0
Project Manager: If you leave out the LC display.,1
"Project Manager: Well, welcome to the kickoff meeting.",1
"Project Manager: we have got the functional design, conceptual design, detailed design which basically is the three of you.",0
"Industrial Designer: I would not have thought it'd be a problem that it went to channel six first, in like on the way to channel sixty five.",1
"Industrial Designer: we can add for example some function like for browsing in internet, so or something like that.",1
User Interface: We need to start by considering what a remote control actually is.,0
"User Interface: But you know we can we can discuss this, but it sounded like from our last meeting we really wanted something that was general, but done well.",1
Project Manager: And our target was it had to come in at under twelve fifty.,1
"Marketing: So you can pick up, use it, than I think.",1
Marketing: furthermore the learning time is a problem.,0
"Marketing: then like a locator, so you know, kind of like you have for a mobile phone or.",1
Project Manager: Aquaintance is a point we have done a bit.,0
User Interface: I think possibly it might be more useful if Kate went next.,1
Industrial Designer: Under documents in the shared folder.,1
"Project Manager: I think you can email me, if there is any more questions.",1
"Project Manager: or maybe, you are my coordinator, am I right?",1
"Project Manager: Functional is not an issue, then easy to use.",1
"User Interface: And I thought the button for teletext apar apart because it is not really options, I think.",0
"Industrial Designer: I did get a bit more done than the last time,",0
Project Manager: So we that means we need a button on th on the on the basis.,1
Industrial Designer: People'd be real upset.,0
"User Interface: We could assign any button a command to any button, if we have enough processing power,",1
"Industrial Designer: So th I think this is just like gonna be the a very outer case, which we will decide on rubber.",0
"User Interface: A pi There is that box in the TV, so with the set box you can connect internet with your TV.",0
"Project Manager: It was a management decision,",1
"Industrial Designer: So, if finally the TV breaks, you get a new one, you are gonna have to be able to tune it.",1
"Marketing: Between the age of fifteen, twenty five, most people would be willing to pay extra for voice recognition software.",1
"Marketing: No, do totally.",0
Project Manager: because your finger is on top.,0
Industrial Designer: That is possible too.,1
"Project Manager: if you need any coordination in between compared to the maybe the some technical vendors or commercial vendors, depends if you want to have some marketing plan or technical plan, so you let me know.",1
"Industrial Designer: Yeah th yeah, the chip is the regular one.",1
Marketing: Would that imply video use?,0
"Project Manager: No, it was up there, but I could not see it down here.",0
"Marketing: Besides, you have four sides to a thing, so I mean does curved one side mean one side is straight.",1
"Industrial Designer: Well, the smartboard, the d drawing is just a pain in the ass, but The digital the digital pen is very nice.",1
"Marketing: I will tell something about the way this this test was, yeah, done.",0
Project Manager: so it is not quite But well I have to do it.,0
Marketing: I think so.,0
"Marketing: Yeah, I mean that is the thing is that it did not say in the survey, you know, whether, you know, these are the people that will pay more for a more stylish remote control,",1
"Marketing: No, we have t we have to change the end cost.",1
"Project Manager: chip on print, case.",1
"Project Manager: means, whiteboard, digital pens, etcetera, what does that mean? Any ideas?",0
"Marketing: Put one option, then you have the all the buttons of that options, so the other options would be gone.",0
"User Interface: you can you can l let choose the customer which colour he wants, yeah.",0
"Marketing: so I suppose later it depends if we want to undercut the price, we d or is it going to make our product look a cheapiecheapie option?",0
Industrial Designer: And then we have the t sample speaker sensor for speech recognition.,1
"User Interface: ID, UID work together on prototype drawing on smart board.",0
"Marketing: twenty five Euros, I think we can make it.",1
User Interface: Or combine both with a with one.,0
"Industrial Designer: cause we wanna appeal to the to the young public with fancy with flashy colours, with a lot of shape.",1
Project Manager: And what is the sample sensor slash sample speaker?,0
"Project Manager: So, it has to be soft?",0
Marketing: It would cost more than plastic.,0
